Employee_ID,Name,Age,Gender,City,Process_Country,Department,Process_Type,Shift
BPO10617,Monica James,22,Male,Mumbai,USA,Holiday Packages,Email Support,Rotational
BPO10618,Michael Boone,22,Female,Bangalore,USA,Refunds & Cancellations,Chat Support,Night Shift (UK)
BPO10619,Ricardo White,33,Female,Mumbai,USA,Hotel Booking,Blended,Night Shift (UK)
BPO10620,Abigail Sullivan,28,Female,Mumbai,UK,Cruise Booking,Email Support,Rotational
BPO10621,Hailey Cunningham,37,Male,Kolkata,USA,Visa Processing,Outbound Voice,Day Shift
BPO10622,Mrs Stacey Campbell,27,Male,Gurgaon,UK,Visa Processing,Chat Support,Day Shift
BPO10623,Alejandro Knapp,34,Female,Bangalore,USA,Corporate Travel Desk,Email Support,Rotational
BPO10624,Phillip Sampson,39,Male,Chennai,USA,Flight Reservations,Outbound Voice,Day Shift
BPO10625,Eric Miller,39,Male,Gurgaon,USA,Refunds & Cancellations,Inbound Voice,Night Shift (US)
BPO10626,Jacqueline Davis,26,Female,Gurgaon,USA,Refunds & Cancellations,Email Support,Day Shift
BPO10627,Miss Marian Brown,23,Male,Kolkata,UK,Corporate Travel Desk,Email Support,Night Shift (US)
BPO10628,Jeffrey Montgomery,47,Female,Gurgaon,USA,Visa Processing,Blended,Night Shift (UK)
BPO10629,Alexander Anderson,44,Female,Kolkata,USA,Hotel Booking,Outbound Voice,Rotational
BPO10630,Mr Leonard Doyle,25,Male,Pune,UK,Customer Support,Blended,Rotational
BPO10631,Dana Hunter,40,Male,Gurgaon,USA,Corporate Travel Desk,Blended,Day Shift
BPO10632,Bryan Harper,23,Female,Gurgaon,USA,Refunds & Cancellations,Inbound Voice,Rotational
BPO10633,Mr Peter Carpenter,32,Male,Chennai,UK,Customer Support,Email Support,Rotational
BPO10634,James Smith,39,Male,Chennai,UK,Visa Processing,Chat Support,Rotational
BPO10635,Andrew Newman,48,Male,Hyderabad,USA,Refunds & Cancellations,Email Support,Night Shift (UK)
BPO10636,Lindsay Brown,21,Male,Bangalore,USA,Refunds & Cancellations,Inbound Voice,Rotational
BPO10637,Kayla Buckley,43,Female,Chennai,USA,Cruise Booking,Inbound Voice,Night Shift (US)
BPO10638,Lynn Singh,41,Female,Hyderabad,UK,Refunds & Cancellations,Email Support,Night Shift (UK)
BPO10639,Ricky Johnson,42,Female,Noida,UK,Holiday Packages,Blended,Rotational
BPO10640,Nicholas Howard,32,Female,Hyderabad,USA,Travel Insurance,Blended,Night Shift (UK)
BPO10641,Connor Sheppard,44,Male,Bangalore,UK,Customer Support,Email Support,Night Shift (US)
BPO10642,Tammie Le,27,Female,Mumbai,USA,Refunds & Cancellations,Blended,Day Shift
BPO10643,Eddie Campbell,33,Male,Bangalore,USA,Visa Processing,Email Support,Rotational
BPO10644,Cathy Hernandez,23,Female,Noida,USA,Cruise Booking,Inbound Voice,Day Shift
BPO10645,Ms Teresa Owens,33,Female,Pune,UK,Visa Processing,Email Support,Rotational
BPO10646,Anthony Sullivan,27,Female,Noida,USA,Flight Reservations,Blended,Night Shift (US)
BPO10647,Francisco Lyons,42,Male,Mumbai,USA,Customer Support,Inbound Voice,Night Shift (US)
BPO10648,Karen Perez,29,Female,Mumbai,USA,Holiday Packages,Email Support,Night Shift (US)
BPO10649,Juan Boyd,44,Male,Bangalore,USA,Refunds & Cancellations,Chat Support,Night Shift (UK)
BPO10650,Jeremy Reid,47,Female,Noida,UK,Customer Support,Email Support,Rotational
BPO10651,Aaron Hoffman,29,Male,Chennai,USA,Refunds & Cancellations,Inbound Voice,Day Shift
BPO10652,Dr Nigel George,31,Male,Hyderabad,UK,Refunds & Cancellations,Blended,Night Shift (UK)
BPO10653,Dr Maureen Barnes,33,Female,Noida,UK,Cruise Booking,Email Support,Rotational
BPO10654,Jesus Wheeler,36,Male,Hyderabad,USA,Hotel Booking,Email Support,Night Shift (US)
BPO10655,John Garcia,46,Female,Chennai,USA,Cruise Booking,Blended,Day Shift
BPO10656,Terence Williams-McDonald,28,Female,Bangalore,UK,Holiday Packages,Chat Support,Day Shift
BPO10657,Heather Gomez,36,Female,Mumbai,USA,Customer Support,Blended,Night Shift (UK)
BPO10658,Linda Herrera,44,Male,Kolkata,USA,Customer Support,Outbound Voice,Night Shift (US)
BPO10659,Francis Davison,27,Male,Noida,UK,Customer Support,Blended,Night Shift (UK)
BPO10660,Susan Evans,45,Male,Bangalore,USA,Hotel Booking,Email Support,Day Shift
BPO10661,David Smith,48,Female,Mumbai,USA,Cruise Booking,Email Support,Night Shift (UK)
BPO10662,Graeme Holland,26,Female,Chennai,UK,Customer Support,Blended,Night Shift (US)
BPO10663,Danielle Black,37,Female,Kolkata,USA,Refunds & Cancellations,Inbound Voice,Night Shift (UK)
BPO10664,Joan Simpson,48,Male,Kolkata,UK,Hotel Booking,Blended,Rotational
BPO10665,Benjamin Shaw,43,Male,Pune,UK,Customer Support,Email Support,Day Shift
BPO10666,Sally Armstrong,32,Female,Gurgaon,UK,Refunds & Cancellations,Chat Support,Night Shift (US)
BPO10667,Mr Leon Fisher,36,Female,Mumbai,UK,Visa Processing,Email Support,Rotational
BPO10668,Daniel Smith,34,Female,Mumbai,USA,Holiday Packages,Chat Support,Rotational
BPO10669,Daniel Tate,39,Male,Noida,USA,Hotel Booking,Chat Support,Night Shift (US)
BPO10670,Henry Evans,48,Female,Noida,UK,Visa Processing,Outbound Voice,Rotational
BPO10671,Victoria Randolph,26,Female,Kolkata,USA,Visa Processing,Blended,Night Shift (UK)
BPO10672,Patricia Hall-Evans,30,Female,Pune,UK,Holiday Packages,Inbound Voice,Night Shift (US)
BPO10673,Frederick Hamilton,27,Female,Kolkata,USA,Hotel Booking,Email Support,Night Shift (UK)
BPO10674,Mrs Kelly Roberts,32,Female,Hyderabad,UK,Cruise Booking,Inbound Voice,Rotational
BPO10675,Mary Wood,32,Male,Gurgaon,USA,Travel Insurance,Chat Support,Night Shift (UK)
BPO10676,Suzanne Kelly-Tucker,45,Female,Bangalore,UK,Holiday Packages,Blended,Night Shift (UK)
BPO10677,Harriet Gill,41,Male,Gurgaon,UK,Cruise Booking,Email Support,Rotational
BPO10678,Jasmine Delgado,23,Male,Mumbai,USA,Customer Support,Chat Support,Night Shift (UK)
BPO10679,Lawrence Ashton,43,Female,Chennai,UK,Travel Insurance,Email Support,Night Shift (UK)
BPO10680,Samantha Holden,34,Male,Gurgaon,UK,Flight Reservations,Outbound Voice,Night Shift (US)
BPO10681,Dr Ronald Birch,44,Male,Noida,UK,Visa Processing,Email Support,Day Shift
BPO10682,Brandon Murray,23,Female,Pune,USA,Flight Reservations,Email Support,Day Shift
BPO10683,Deborah Espinoza,29,Male,Bangalore,USA,Holiday Packages,Chat Support,Night Shift (US)
BPO10684,Eric Brown,44,Female,Kolkata,USA,Visa Processing,Outbound Voice,Night Shift (US)
BPO10685,Jesse Ford,22,Female,Mumbai,USA,Corporate Travel Desk,Email Support,Night Shift (UK)
BPO10686,Samantha Lee,25,Male,Kolkata,UK,Holiday Packages,Blended,Night Shift (UK)
BPO10687,Carol Jones,36,Male,Bangalore,UK,Corporate Travel Desk,Chat Support,Night Shift (UK)
BPO10688,Pauline Brown,29,Male,Hyderabad,UK,Flight Reservations,Inbound Voice,Night Shift (US)
BPO10689,Ronald Harris,30,Female,Pune,UK,Corporate Travel Desk,Email Support,Night Shift (UK)
BPO10690,Priscilla Hernandez,45,Female,Hyderabad,USA,Customer Support,Inbound Voice,Night Shift (UK)
BPO10691,Lance Humphrey,34,Female,Chennai,USA,Customer Support,Outbound Voice,Rotational
BPO10692,Jay Nixon,28,Female,Bangalore,UK,Holiday Packages,Outbound Voice,Night Shift (UK)
BPO10693,Graham Jackson,41,Female,Chennai,UK,Customer Support,Inbound Voice,Night Shift (US)
BPO10694,Terri Lozano,30,Male,Kolkata,USA,Corporate Travel Desk,Chat Support,Rotational
BPO10695,Jordan Stewart,31,Male,Gurgaon,USA,Flight Reservations,Blended,Day Shift
BPO10696,James Pierce,24,Female,Hyderabad,USA,Visa Processing,Email Support,Day Shift
BPO10697,Amanda Walker,23,Male,Pune,USA,Corporate Travel Desk,Outbound Voice,Night Shift (UK)
BPO10698,Clifford Davies,30,Female,Mumbai,UK,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
BPO10699,Alexander Long,47,Male,Pune,USA,Travel Insurance,Email Support,Day Shift
BPO10700,Lynn Moore,26,Male,Hyderabad,UK,Holiday Packages,Inbound Voice,Day Shift
BPO10701,Kimberly Griffith,33,Female,Noida,USA,Flight Reservations,Outbound Voice,Rotational
BPO10702,Theresa Paul,37,Male,Kolkata,USA,Holiday Packages,Chat Support,Night Shift (UK)
BPO10703,Matthew Hunt,41,Male,Bangalore,USA,Travel Insurance,Email Support,Night Shift (UK)
BPO10704,Bethany Rubio,32,Male,Noida,USA,Hotel Booking,Outbound Voice,Rotational
BPO10705,Mrs Alice Smith,21,Male,Hyderabad,UK,Hotel Booking,Email Support,Night Shift (US)
BPO10706,Frank Maynard,22,Female,Gurgaon,USA,Cruise Booking,Inbound Voice,Night Shift (US)
BPO10707,Brandi Huerta,36,Male,Mumbai,USA,Flight Reservations,Inbound Voice,Night Shift (UK)
BPO10708,Louis Jacobs,43,Male,Gurgaon,USA,Corporate Travel Desk,Outbound Voice,Night Shift (UK)
BPO10709,Ms Marilyn Stevens,46,Female,Noida,UK,Flight Reservations,Email Support,Night Shift (UK)
BPO10710,Cassandra Smith,29,Male,Kolkata,USA,Corporate Travel Desk,Blended,Night Shift (UK)
BPO10711,Denis Hodgson,27,Male,Mumbai,UK,Cruise Booking,Email Support,Night Shift (UK)
BPO10712,Brandy Anthony,23,Male,Kolkata,USA,Travel Insurance,Chat Support,Night Shift (UK)
BPO10713,Julian Campbell-Burke,21,Female,Gurgaon,UK,Flight Reservations,Blended,Night Shift (UK)
BPO10714,Elizabeth Lynch,31,Male,Chennai,USA,Customer Support,Blended,Rotational
BPO10715,Joseph Black,40,Female,Mumbai,USA,Holiday Packages,Chat Support,Day Shift
BPO10716,Elizabeth Waller,37,Male,Pune,USA,Visa Processing,Outbound Voice,Day Shift
BPO10717,Eric Hall,24,Female,Noida,USA,Hotel Booking,Inbound Voice,Rotational
BPO10718,Amanda Morgan,37,Female,Pune,UK,Cruise Booking,Outbound Voice,Day Shift
BPO10719,Ashley Hayes,27,Female,Bangalore,USA,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
BPO10720,Joyce Campbell-O'Sullivan,47,Female,Pune,UK,Travel Insurance,Blended,Day Shift
BPO10721,Chad Wells,47,Female,Bangalore,USA,Customer Support,Blended,Day Shift
BPO10722,Olivia Acevedo,44,Male,Chennai,USA,Customer Support,Outbound Voice,Night Shift (US)
BPO10723,Jeffrey King,38,Female,Bangalore,USA,Cruise Booking,Email Support,Rotational
BPO10724,Tina Oneal,26,Male,Chennai,USA,Refunds & Cancellations,Chat Support,Night Shift (US)
BPO10725,Lydia Fletcher,32,Female,Mumbai,UK,Cruise Booking,Email Support,Rotational
BPO10726,Howard Atkinson,40,Male,Noida,UK,Holiday Packages,Blended,Night Shift (UK)
BPO10727,Lynn Carpenter,35,Female,Chennai,UK,Flight Reservations,Inbound Voice,Night Shift (UK)
BPO10728,Antonio West,37,Male,Hyderabad,USA,Flight Reservations,Chat Support,Night Shift (US)
BPO10729,Lindsay Morris,48,Female,Pune,USA,Travel Insurance,Blended,Night Shift (US)
BPO10730,Michael Davis,22,Female,Mumbai,USA,Visa Processing,Outbound Voice,Night Shift (UK)
BPO10731,Jemma Johnson,39,Male,Noida,UK,Travel Insurance,Chat Support,Day Shift
BPO10732,Dr Melanie Reed,39,Male,Bangalore,UK,Cruise Booking,Email Support,Night Shift (US)
BPO10733,Ms Jasmine Martin,47,Male,Hyderabad,UK,Flight Reservations,Blended,Rotational
BPO10734,George Jones,45,Male,Mumbai,USA,Cruise Booking,Email Support,Rotational
BPO10735,Larry Ellis,48,Male,Pune,USA,Holiday Packages,Inbound Voice,Night Shift (UK)
BPO10736,Eric Pacheco,31,Male,Mumbai,USA,Refunds & Cancellations,Outbound Voice,Night Shift (US)
BPO10737,Michael Gonzalez,42,Female,Kolkata,USA,Refunds & Cancellations,Inbound Voice,Night Shift (US)
BPO10738,Lee Owen,30,Female,Gurgaon,UK,Visa Processing,Chat Support,Day Shift
BPO10739,Clare Carter,39,Male,Chennai,UK,Travel Insurance,Inbound Voice,Rotational
BPO10740,Patricia Dobson,45,Male,Gurgaon,UK,Corporate Travel Desk,Blended,Night Shift (US)
BPO10741,Aaron Wood,33,Male,Noida,UK,Customer Support,Inbound Voice,Night Shift (UK)
BPO10742,Joan Saunders,31,Male,Bangalore,UK,Holiday Packages,Email Support,Night Shift (UK)
BPO10743,Mrs Georgia Hill,27,Female,Mumbai,UK,Flight Reservations,Chat Support,Night Shift (US)
BPO10744,Simon Barnes-Hill,40,Female,Gurgaon,UK,Corporate Travel Desk,Inbound Voice,Night Shift (US)
BPO10745,Joseph Patel,42,Female,Gurgaon,USA,Hotel Booking,Inbound Voice,Day Shift
BPO10746,Zachary Mitchell,40,Male,Hyderabad,USA,Flight Reservations,Chat Support,Day Shift
BPO10747,Mrs Sylvia Kemp,35,Female,Pune,UK,Cruise Booking,Outbound Voice,Night Shift (US)
BPO10748,Elizabeth Gutierrez,38,Female,Kolkata,USA,Visa Processing,Inbound Voice,Rotational
BPO10749,Michele Zavala,29,Male,Pune,USA,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO10750,Rebecca Arellano,35,Male,Bangalore,USA,Holiday Packages,Chat Support,Night Shift (UK)
BPO10751,Ashley Morrison,21,Female,Chennai,USA,Customer Support,Email Support,Day Shift
BPO10752,Edward Smith,36,Male,Gurgaon,UK,Customer Support,Blended,Rotational
BPO10753,Sean Wright,22,Male,Hyderabad,USA,Cruise Booking,Email Support,Rotational
BPO10754,Beth Parks,21,Female,Mumbai,USA,Cruise Booking,Chat Support,Night Shift (US)
BPO10755,Shirley Gardner-Ahmed,46,Male,Hyderabad,UK,Holiday Packages,Inbound Voice,Night Shift (UK)
BPO10756,Brendan Spencer,25,Female,Chennai,USA,Visa Processing,Inbound Voice,Rotational
BPO10757,Andrew Spears,34,Male,Gurgaon,USA,Holiday Packages,Chat Support,Night Shift (UK)
BPO10758,Karen Atkinson,38,Male,Noida,UK,Visa Processing,Blended,Night Shift (US)
BPO10759,Holly Fuller,30,Male,Chennai,USA,Visa Processing,Blended,Night Shift (US)
BPO10760,Damian Lewis-Donnelly,23,Male,Gurgaon,UK,Cruise Booking,Outbound Voice,Day Shift
BPO10761,Sheila Townsend,34,Female,Hyderabad,UK,Corporate Travel Desk,Chat Support,Night Shift (US)
BPO10762,Lisa Hart,24,Male,Gurgaon,USA,Flight Reservations,Blended,Night Shift (UK)
BPO10763,Francisco Gonzales,40,Male,Noida,USA,Flight Reservations,Chat Support,Day Shift
BPO10764,Chelsea Reynolds,25,Female,Mumbai,UK,Visa Processing,Email Support,Rotational
BPO10765,Arthur Long,25,Male,Noida,UK,Customer Support,Inbound Voice,Rotational
BPO10766,Alexis Black,29,Female,Noida,USA,Customer Support,Outbound Voice,Day Shift
BPO10767,Kimberly Lam,35,Female,Mumbai,USA,Corporate Travel Desk,Outbound Voice,Rotational
BPO10768,Cheryl Howard,45,Male,Chennai,UK,Cruise Booking,Email Support,Day Shift
BPO10769,Christopher Wright,35,Female,Pune,USA,Customer Support,Blended,Rotational
BPO10770,Karen Sanders,38,Female,Pune,USA,Customer Support,Chat Support,Rotational
BPO10771,Mr Alan Wilson,30,Female,Kolkata,UK,Visa Processing,Email Support,Night Shift (UK)
BPO10772,Cathy Peterson,43,Male,Kolkata,USA,Corporate Travel Desk,Inbound Voice,Day Shift
BPO10773,Jared Woods,45,Male,Chennai,USA,Holiday Packages,Chat Support,Rotational
BPO10774,Jason Leonard,26,Female,Noida,USA,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
BPO10775,Stuart Davies,43,Male,Bangalore,UK,Hotel Booking,Inbound Voice,Rotational
BPO10776,Mathew Gibson,23,Female,Gurgaon,UK,Holiday Packages,Blended,Rotational
BPO10777,Joe Murphy,45,Male,Mumbai,USA,Visa Processing,Outbound Voice,Night Shift (US)
BPO10778,Paul Gonzalez,45,Male,Chennai,USA,Travel Insurance,Chat Support,Rotational
BPO10779,Patrick Scott,41,Male,Bangalore,UK,Visa Processing,Outbound Voice,Day Shift
BPO10780,Mrs Christine Walker,21,Female,Kolkata,UK,Corporate Travel Desk,Blended,Day Shift
BPO10781,Rachael Clarke-Dyer,28,Male,Kolkata,UK,Corporate Travel Desk,Email Support,Rotational
BPO10782,Lorraine Payne,40,Male,Noida,USA,Refunds & Cancellations,Chat Support,Night Shift (US)
BPO10783,Michael Davis,26,Male,Pune,USA,Cruise Booking,Inbound Voice,Night Shift (US)
BPO10784,Cassandra Faulkner,42,Female,Mumbai,USA,Hotel Booking,Inbound Voice,Day Shift
BPO10785,Abigail Winter,26,Male,Hyderabad,UK,Refunds & Cancellations,Outbound Voice,Rotational
BPO10786,Sandra Bailey,22,Male,Hyderabad,UK,Cruise Booking,Chat Support,Rotational
BPO10787,Lindsay Thompson,45,Female,Bangalore,USA,Travel Insurance,Email Support,Night Shift (US)
BPO10788,Jennifer Miller,43,Female,Mumbai,USA,Refunds & Cancellations,Email Support,Night Shift (US)
BPO10789,Donna Cochran,40,Male,Bangalore,USA,Refunds & Cancellations,Inbound Voice,Rotational
BPO10790,Maurice Barber,34,Female,Hyderabad,UK,Refunds & Cancellations,Blended,Night Shift (UK)
BPO10791,Nicholas Bond,40,Female,Kolkata,USA,Corporate Travel Desk,Outbound Voice,Night Shift (US)
BPO10792,Charlotte Smith,27,Male,Bangalore,UK,Flight Reservations,Email Support,Day Shift
BPO10793,Daniel Rivera,46,Female,Chennai,USA,Flight Reservations,Chat Support,Night Shift (UK)
BPO10794,Chad Weeks,21,Male,Hyderabad,USA,Travel Insurance,Inbound Voice,Night Shift (UK)
BPO10795,Dr Graham Parker,37,Female,Pune,UK,Hotel Booking,Chat Support,Night Shift (UK)
BPO10796,Dr Dylan Chamberlain,44,Male,Gurgaon,UK,Customer Support,Chat Support,Night Shift (UK)
BPO10797,Denis Ford,36,Male,Gurgaon,UK,Corporate Travel Desk,Outbound Voice,Rotational
BPO10798,Mrs Maria Scott,35,Female,Pune,UK,Refunds & Cancellations,Chat Support,Night Shift (UK)
BPO10799,Ms. Laurie Smith,27,Female,Mumbai,USA,Hotel Booking,Outbound Voice,Night Shift (UK)
BPO10800,Michael Singleton,31,Female,Gurgaon,USA,Holiday Packages,Outbound Voice,Day Shift
BPO10801,Hannah Hughes,43,Female,Pune,UK,Travel Insurance,Email Support,Day Shift
BPO10802,Miss Kim Newton,28,Female,Kolkata,UK,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO10803,Cody Koch,24,Female,Pune,USA,Customer Support,Inbound Voice,Rotational
BPO10804,Megan Campbell,46,Female,Gurgaon,USA,Customer Support,Chat Support,Rotational
BPO10805,Trevor Whitehead-Hughes,45,Female,Gurgaon,UK,Hotel Booking,Blended,Night Shift (US)
BPO10806,Jeremy Davis,44,Male,Kolkata,USA,Holiday Packages,Blended,Day Shift
BPO10807,Jennifer Morrison,30,Male,Bangalore,USA,Cruise Booking,Email Support,Day Shift
BPO10808,Kevin Gates,37,Female,Pune,USA,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO10809,Brenda Gardner,27,Female,Hyderabad,USA,Refunds & Cancellations,Chat Support,Rotational
BPO10810,April Pena,29,Male,Gurgaon,USA,Travel Insurance,Inbound Voice,Day Shift
BPO10811,Christopher Smith,27,Female,Mumbai,USA,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO10812,Angelica Rodriguez,26,Male,Hyderabad,USA,Cruise Booking,Blended,Rotational
BPO10813,Jacob Lopez,25,Male,Kolkata,USA,Flight Reservations,Inbound Voice,Rotational
BPO10814,Adam Clark,23,Female,Chennai,USA,Visa Processing,Blended,Rotational
BPO10815,Tina Harrison,30,Female,Noida,UK,Refunds & Cancellations,Inbound Voice,Rotational
BPO10816,Randy Johnson,23,Female,Bangalore,USA,Corporate Travel Desk,Chat Support,Rotational
BPO10817,Dr Duncan Moore,28,Male,Gurgaon,UK,Travel Insurance,Chat Support,Rotational
BPO10818,Mrs. Kerry Harris,43,Female,Mumbai,USA,Corporate Travel Desk,Email Support,Day Shift
BPO10819,Taylor Cuevas,36,Male,Mumbai,USA,Corporate Travel Desk,Email Support,Night Shift (US)
BPO10820,Kathryn Smith,45,Female,Gurgaon,UK,Refunds & Cancellations,Inbound Voice,Rotational
BPO10821,Sandra Harrell,31,Male,Hyderabad,USA,Refunds & Cancellations,Email Support,Rotational
BPO10822,Joseph Short,28,Male,Gurgaon,UK,Corporate Travel Desk,Email Support,Day Shift
BPO10823,Graham Marsh,27,Female,Chennai,UK,Cruise Booking,Blended,Night Shift (US)
BPO10824,Nicole Contreras,42,Male,Kolkata,USA,Hotel Booking,Blended,Rotational
BPO10825,Trevor Patel,38,Male,Kolkata,UK,Visa Processing,Chat Support,Rotational
BPO10826,Timothy Thompson,40,Male,Chennai,USA,Cruise Booking,Email Support,Day Shift
BPO10827,Emma Evans,27,Male,Pune,USA,Visa Processing,Outbound Voice,Rotational
BPO10828,Darren Patel,33,Female,Noida,UK,Customer Support,Chat Support,Night Shift (UK)
BPO10829,Dr Josephine Holt,34,Female,Bangalore,UK,Flight Reservations,Blended,Rotational
BPO10830,Tamara Nash,48,Female,Pune,USA,Cruise Booking,Blended,Day Shift
BPO10831,Dr. Katrina Hodges,43,Female,Bangalore,USA,Travel Insurance,Inbound Voice,Night Shift (US)
BPO10832,Elizabeth Bell-Berry,43,Female,Mumbai,UK,Holiday Packages,Email Support,Rotational
BPO10833,Dr Mohammad Rees,38,Male,Gurgaon,UK,Corporate Travel Desk,Outbound Voice,Night Shift (US)
BPO10834,Guy Foster,47,Female,Chennai,UK,Visa Processing,Chat Support,Night Shift (US)
BPO10835,Joseph Ramirez,21,Male,Pune,USA,Visa Processing,Email Support,Rotational
BPO10836,Crystal Thomas,23,Male,Chennai,USA,Corporate Travel Desk,Blended,Rotational
BPO10837,Michele Weaver,35,Female,Kolkata,USA,Holiday Packages,Chat Support,Night Shift (US)
BPO10838,Samuel Payne,34,Male,Kolkata,USA,Customer Support,Blended,Night Shift (UK)
BPO10839,Thomas King-Fowler,38,Female,Pune,UK,Flight Reservations,Blended,Rotational
BPO10840,Elizabeth Newton,24,Female,Bangalore,UK,Visa Processing,Blended,Night Shift (UK)
BPO10841,Mr Arthur Wilkinson,37,Male,Bangalore,UK,Customer Support,Email Support,Day Shift
BPO10842,Alison Patel,40,Male,Mumbai,UK,Refunds & Cancellations,Inbound Voice,Rotational
BPO10843,Charlie Cross,37,Female,Mumbai,UK,Holiday Packages,Chat Support,Night Shift (UK)
BPO10844,Kirsty Ward-Roberts,26,Male,Hyderabad,UK,Travel Insurance,Inbound Voice,Rotational
BPO10845,Richard Taylor,39,Male,Hyderabad,USA,Flight Reservations,Chat Support,Rotational
BPO10846,Traci Ortiz,25,Male,Hyderabad,USA,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO10847,Glen Law,48,Female,Pune,UK,Hotel Booking,Blended,Night Shift (US)
BPO10848,Jamie Garrison,42,Female,Mumbai,USA,Visa Processing,Chat Support,Night Shift (US)
BPO10849,Stephanie Giles-Jenkins,26,Male,Mumbai,UK,Hotel Booking,Outbound Voice,Night Shift (US)
BPO10850,Mohammad Higgins,45,Female,Chennai,UK,Customer Support,Email Support,Night Shift (US)
BPO10851,Victoria Richardson,39,Female,Pune,USA,Travel Insurance,Inbound Voice,Day Shift
BPO10852,Tara Mills,35,Female,Kolkata,USA,Travel Insurance,Email Support,Night Shift (US)
BPO10853,Joseph Dean,42,Female,Kolkata,UK,Travel Insurance,Outbound Voice,Rotational
BPO10854,Michael Smith,30,Female,Chennai,USA,Cruise Booking,Blended,Day Shift
BPO10855,Dawn Alvarez,38,Female,Chennai,USA,Travel Insurance,Chat Support,Night Shift (UK)
BPO10856,Clive Forster-Burgess,46,Male,Hyderabad,UK,Holiday Packages,Email Support,Night Shift (US)
BPO10857,Ashley Shannon,37,Female,Gurgaon,USA,Cruise Booking,Blended,Day Shift
BPO10858,Debbie Carter,47,Male,Pune,USA,Holiday Packages,Inbound Voice,Day Shift
BPO10859,Nicholas Adams,32,Male,Hyderabad,UK,Travel Insurance,Outbound Voice,Day Shift
BPO10860,Hannah Kelly,40,Male,Pune,USA,Customer Support,Blended,Day Shift
BPO10861,Douglas Williams,23,Male,Chennai,USA,Visa Processing,Inbound Voice,Night Shift (US)
BPO10862,Ms Marion Matthews,30,Female,Bangalore,UK,Corporate Travel Desk,Chat Support,Rotational
BPO10863,Karl Burrows,29,Male,Bangalore,UK,Travel Insurance,Inbound Voice,Rotational
BPO10864,Bethan Rowley,31,Male,Hyderabad,UK,Travel Insurance,Outbound Voice,Rotational
BPO10865,Jill Wiley,36,Male,Chennai,USA,Visa Processing,Email Support,Day Shift
BPO10866,Amy Guzman,38,Female,Noida,USA,Hotel Booking,Email Support,Night Shift (UK)
BPO10867,Rhonda Sexton,22,Male,Bangalore,USA,Travel Insurance,Email Support,Day Shift
BPO10868,Elliott Powell,25,Male,Pune,UK,Holiday Packages,Chat Support,Night Shift (US)
BPO10869,Ellie Vaughan,33,Male,Kolkata,UK,Corporate Travel Desk,Email Support,Rotational
BPO10870,Megan Miller,38,Male,Pune,USA,Holiday Packages,Email Support,Day Shift
BPO10871,Mohammed Hudson,31,Female,Chennai,UK,Flight Reservations,Inbound Voice,Night Shift (UK)
BPO10872,Ellie Taylor,23,Female,Hyderabad,UK,Customer Support,Outbound Voice,Day Shift
BPO10873,Dean Green,42,Male,Hyderabad,UK,Holiday Packages,Inbound Voice,Night Shift (UK)
BPO10874,Bethan Webb,23,Female,Noida,UK,Visa Processing,Inbound Voice,Night Shift (US)
BPO10875,Victoria Meyer,44,Male,Kolkata,USA,Holiday Packages,Inbound Voice,Night Shift (UK)
BPO10876,Dr Gregory James,38,Female,Pune,UK,Flight Reservations,Chat Support,Day Shift
BPO10877,Luke Mills,46,Male,Chennai,UK,Hotel Booking,Outbound Voice,Rotational
BPO10878,William Sanders,44,Male,Bangalore,USA,Flight Reservations,Outbound Voice,Rotational
BPO10879,Christopher Wolfe,36,Male,Noida,USA,Visa Processing,Inbound Voice,Night Shift (US)
BPO10880,Levi Johnson,30,Male,Kolkata,USA,Visa Processing,Blended,Day Shift
BPO10881,Joshua Webb,24,Female,Noida,USA,Hotel Booking,Outbound Voice,Rotational
BPO10882,Dr Chelsea Williams,46,Female,Mumbai,UK,Hotel Booking,Blended,Night Shift (US)
BPO10883,Alan Mills,47,Male,Pune,UK,Visa Processing,Chat Support,Day Shift
BPO10884,Manuel Murphy,29,Male,Chennai,USA,Visa Processing,Chat Support,Night Shift (US)
BPO10885,Joe Potter,28,Male,Gurgaon,UK,Hotel Booking,Blended,Rotational
BPO10886,Sarah Davis,21,Female,Bangalore,USA,Flight Reservations,Inbound Voice,Night Shift (US)
BPO10887,Matthew Johnson,43,Female,Chennai,USA,Corporate Travel Desk,Outbound Voice,Night Shift (US)
BPO10888,Stephanie Johnson,41,Female,Kolkata,USA,Holiday Packages,Outbound Voice,Night Shift (US)
BPO10889,Deborah Cox,40,Male,Kolkata,USA,Hotel Booking,Chat Support,Night Shift (UK)
BPO10890,Alex Davies,21,Male,Noida,UK,Hotel Booking,Blended,Day Shift
BPO10891,Oliver Brown,48,Male,Kolkata,UK,Customer Support,Chat Support,Day Shift
BPO10892,Alison Dalton,24,Male,Kolkata,USA,Corporate Travel Desk,Outbound Voice,Night Shift (US)
